1,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",연약지반 등 지반 불량으로 인한 파일 무너짐 위험,안전보건규칙 제393조 [화물의 적재]
2,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지게차 운전원이 파일 하역중 파일이 흔들림으로 인한 무너짐 위험,안전보건규칙 제180조 [헤드가드]
3,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지게차의 기계장치 연결부 파단으로 인한 인양중 파일 무너짐 위험,안전보건규칙 제97조 [볼트 · 너트의 풀림 방지]
4,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",파일 과적재로 인한 적재된 파일 무너짐 위험,안전보건규칙 제393조 [화물의 적재]
5,1,기계적 요인,4,충돌위험 부분,"작업중 안전모, 안전화 등 개인보호구 미착용으로 인하여 작업중 파일 등에 신체부위 부딪힘 위험",안전보건규칙 제32조 [보호구의 지급 등]
6,1,기계적 요인,4,충돌위험 부분,적재파일의 구름방지용 쐐기 미설치로 인하여 파일이 굴러 주변 근로자 부딪힘 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급]
7,1,기계적 요인,4,충돌위험 부분,지게차 사용시 유도자 미배치로 인한 주변 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지]
8,1,기계적 요인,4,충돌위험 부분,지게차 운전원의 조작미숙으로 인한 부딪힘 위험,
9,1,기계적 요인,4,충돌위험 부분,지게차 후면에 접근금지 시설 미설치 되어 후진중 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지]
10,1,기계적 요인,4,충돌위험 부분,파일 적재용 받침목의 부러짐으로 인하여 파일이 굴러 주변 근로자 부딪힘 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] 
11,6,작업환경 요인,3,공간 및 이동통로,작업중 주변에 출입금지 미조치로 인한 지게차 및 파일에 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등]
12,1,기계적 요인,1,"협착위험 부분(감김,끼임)",천공기 스크류부위 위험지역 미설정으로 인한 근로자 신체 일부분 끼임 위험,안전보건규칙 제200조 [접촉 방지]
13,1,기계적 요인,1,"협착위험 부분(감김,끼임)",천공기 운전원 조작미숙으로 인한 근로자 신체 일부분 끼임 위험,
14,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,안전보건규칙 제207조 [조립시 점검]
15,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 운전원의 조작미숙에 의한 깔림 위험,
16,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",천공기 리더연결 와이어 파단으로 인한 천공기 무너짐 위험,안전보건규칙 제207조 [조립시 점검]
17,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",천공기 붐대와 리더의 연결부 용접부 탈락으로 리더에 맞음 위험,안전보건규칙 제207조 [조립시 점검]
18,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",천공기 붐이 노후되어 파단으로 인한 근로자 맞음 위험,안전보건규칙 제207조 [조립시 점검]
19,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",천공기 스크류 잔토의 무너짐으로 인한 하부 작업자 맞음 위험,
20,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",천공기 하부 지반 침하로 인한 넘어짐 위험,안전보건규칙 제199조 [전도 등의 방지]
21,1,기계적 요인,4,충돌위험 부분,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
22,1,기계적 요인,4,충돌위험 부분,천공기 후면 또는 본체 회전중 위험지역 미설정으로 인한 후면부 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
23,1,기계적 요인,4,충돌위험 부분,"항타기, 천공기, 굴삭기 운행중 유도자 미배치로 인한 주변 근로자 부딪힘 위험",안전보건규칙 제200조 [접촉 방지]
24,1,기계적 요인,6,추락위험 부분(개구부 등),작업장소 인근 웅덩이 발생 및 무단방치로 인한 작업자 보행중 떨어짐 위험,안전보건규칙 제20조 [출입의 금지 등]
25,6,작업환경 요인,4,주변 근로자,"신호수, 작업자 장비 작업 중 주변 근로자 부딪힘 위험",안전보건규칙 제32조 [보호구의 지급 등]
26,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",경사면에 적재된 파일이 굴러 떨어짐으로 인하여 작업자 깔림 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급]
27,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",파일 과적재로 인한 적재된 파일 무너짐 위험,안전보건규칙 제393조 [화물의 적재]
28,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",항타 작업중 아웃트리거 미설치에 의한 깔림 위험,안전보건규칙 제209조 [도괴의 방지]
29,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",항타 작업중 항타기 붐대가 부러지면서 항타기 리더에 깔림 위험,안전보건규칙 제207조 [조립시 점검]
30,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",항타기 붐대와 리더의 연결부 탈락에 의한 붐대에 깔림 위험,안전보건규칙 제207조 [조립시 점검]
31,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해머를 인상시켜 놓고 하부에서 점검 중 해머의 떨어짐으로 인한 작업자 맞음 위험,안전보건규칙 제205조 [붐 등의 강하에 의한 위험 방지]
32,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해머의 타격강도가 과하여 파일 파손에 의한 파편에 맞음 위험,
33,1,기계적 요인,4,충돌위험 부분,근로자가 안전모 등 개인보호구 미착용에 의한 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등]
34,1,기계적 요인,4,충돌위험 부분,항타기 운행 또는 파일 항타중 지반 침하에 의한 부딪힘 위험,안전보건규칙 제199조 [전도 등의 방지]
35,1,기계적 요인,4,충돌위험 부분,항타기 작업유도자 미배치로 이한 주변작업자 파일 및 항타장비에 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
36,1,기계적 요인,4,충돌위험 부분,항타기 작업유도자 미배치로 이한 주변작업자 파일 및 항타장비에 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등]
37,1,기계적 요인,4,충돌위험 부분,항타기 회전중 위험지역 미설정으로 인하여 후면부에 작업자 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
38,1,기계적 요인,6,추락위험 부분(개구부 등),항타기 해머 수리 작업시 안전장치 미착용으로 인한 떨어짐 위험,안전보건규칙 제206조 [수리 등의 작업시 조치]
39,1,기계적 요인,6,추락위험 부분(개구부 등),항타기 해머 수리 작업시 안전장치 미착용으로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등]
40,3,화학(물질)적 요인,5,고체(분진),파일 항타중 파일 파괴에 의한 파일 파편에 근로자 노출 위험,안전보건규칙 제200조 [접촉 방지]
41,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",작업자 이동중 파일커팅부 상부에 넘어짐으로 인한 철근에 찔림 위험,
42,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",장비 이동 및 작업중 지반 침하로 장비 뒤집힘 위험,안전보건규칙 제199조 [전도 등의 방지]
43,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",절단되어 넘어가는 파일에 의한 깔림 위험,안전보건규칙 제200조 [접촉 방지]
44,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",파일 커터장비 붐대 연결부 파손에 의한 붐대에 맞음 위험,안전보건규칙 제207조 [조립시 점검]
45,1,기계적 요인,4,충돌위험 부분,"작업중 근로자의 머리 등 신체부위가 보호구 미착용으로 인하여 파일, 장비 등에 부딪힘 위험",안전보건규칙 제32조 [보호구의 지급 등]
46,1,기계적 요인,4,충돌위험 부분,파일 커팅 작업중 운전미숙에 의해 주변 근로자 부딪힘 위험,안전보건규칙 제89조 [운전 시작 전 조치]
47,1,기계적 요인,6,추락위험 부분(개구부 등),작업장소 주변 웅덩이 또는 굴착단부로 근로자 떨어짐 위험,안전보건규칙 제20조 [출입의 금지 등]
48,3,화학(물질)적 요인,5,고체(분진),파일 커터장비로 콘크리트 파일커팅 작업중 파일 파편에 근로자 노출 위험,안전보건규칙 제32조 [보호구의 지급 등]
49,3,화학(물질)적 요인,5,고체(분진),파일 커터장비로 콘크리트 파일커팅 작업중 파일 파편에 근로자 노출 위험,
50,6,작업환경 요인,3,공간 및 이동통로,"파일 커터장비 운행, 회전중 위험지역 미설정으로 인한 주변 근로자와 부딪힘 위험",안전보건규칙 제200조 [접촉 방지]
51,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",개인보호구 미착용 상태에서 장비에 신체 부위 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등]
52,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 등 장비를 운반트럭에서 하역시 장비 뒤집힘으로 인한 근로자 깔림 위험,안전보건규칙 제201조 [차량계 건설기계의 이송]
53,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",바퀴 하부 구름방지용 쐐기 미설치로 인한 근로자 깔림 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급]
54,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반트럭에 설치된 경사로 탈락에 의해 하역중 장비 무너짐 위험,안전보건규칙 제174조 [차량계 하역 운반기계등의 이송]
55,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",장비 반입시 부속품의 연결부 탈락으로 인한 맞음 위험,안전보건규칙 제201조 [차량계 건설기계의 이송]
56,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",하역 작업 근로자가 작업방법을 숙지하지 못하여 무리한 작업 진행중 깔림 위험,안전보건규칙 제89조 [운전 시작 전 조치]
57,1,기계적 요인,4,충돌위험 부분,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,
58,1,기계적 요인,4,충돌위험 부분,"굴삭기 장비의 후면부에 위험표지, 경광등 미부착으로 인한 부딪힘 위험",안전보건규칙 제197조 [전조등의 설치]
59,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",과굴착에 의한 법면 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지]
60,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치]
61,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착법면의 굴착구배 미준수에 의해 법면 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지]
62,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",근로자가 안전모 등 개인보호구 미착용에 의한 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등]
314,1,기계적 요인,4,충돌위험 부분,철골 부재 인양시 부재의 흔들림에 의해 근로자와 부딪힘 위험,
63,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","법면, 토질이나 지층 상태 점검소홀에 따른 무너짐 위험",안전보건규칙 제339조 [토석붕괴 위험 방지]
64,1,기계적 요인,4,충돌위험 부분,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,
65,1,기계적 요인,4,충돌위험 부분,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
66,1,기계적 요인,6,추락위험 부분(개구부 등),흙막이 상부 지상에서 작업으로 인한 굴착면 단부로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지]
67,1,기계적 요인,6,추락위험 부분(개구부 등),흙막이 상부 지상에서 작업으로 인한 굴착면 단부로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등]
68,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치]
69,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",근로자가 안전모 등 개인보호구 미착용에 의한 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등]
70,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",버켓과 운반트럭에 토사 과적재에 의한 부석 등에 맞음 위험,안전보건규칙 제173조 [화물적재 시의 조치]
71,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",토사 반출시 주변 법면 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지]
72,1,기계적 요인,4,충돌위험 부분,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,
73,1,기계적 요인,4,충돌위험 부분,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,안전보건규칙 제200조 [접촉 방지]
74,1,기계적 요인,6,추락위험 부분(개구부 등),굴착단부 주변에서 작업중 단부로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지]
75,1,기계적 요인,6,추락위험 부분(개구부 등),굴착단부 주변에서 작업중 단부로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등]
76,1,기계적 요인,6,추락위험 부분(개구부 등),근로자가 무리하게 운반트럭 상부에 올라감으로 인한 떨어짐 위험,
77,2,전기적 요인,1,감전(안전전압초과),"세륜시설 조작중 누전차단기 미설치, 접지 미실시로 인한 감전 위험",안전보건규칙 제304조 [누전차단기에 의한 감전방지]
78,1,기계적 요인,1,"협착위험 부분(감김,끼임)",천공작업중 작업지휘자의 미지정으로 인한 천공 장비에 근로자 끼임 위험,안전보건규칙 제39조 [작업지휘자의 지정]
79,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",노면 불규칙에 의한 천공기 뒤집힘으로 근로자 깔림 위험,안전보건규칙 제199조 [전도 등의 방지]
80,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",안전모 미착용에 의하여 암석에 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등]
81,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",암사면 굴착구배 미준수에 의한 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지]
82,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","작업 시작전 작업장소 및 그 주변의 부석 균열의 유무, 하수·용수 및 동결상태의 변화 등에 대한 무너짐 위험",안전보건규칙 제339조 [토석붕괴 위험 방지]
83,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","작업전 부석, 동결 유무 미파악에 의한 무너짐 위험",안전보건규칙 제339조 [토석붕괴 위험 방지]
